player_name,player_id,timeframe,aLevel,Age,TeamName,Date,Team,Opp,GS,W,L,ERA,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP
Santiago Valencia,837316,last_30,DSL,19.2,DSL Athletics,Total,D-ATH,- - -,0,0,0,.00,0,0,0,1.0,4,0,0,0,0,1,0,0,0,0,3,27.00,9.00,3.00,.00,75.0%,25.0%,50.0%,.000,1.00,,,1.70
Angel Medina,837317,last_30,DSL,18.2,DSL LAD Mega,Total,D-LAM,- - -,1,0,0,6.00,0,0,0,3.0,13,1,3,2,0,4,0,2,0,0,1,3.00,12.00,.25,.00,7.7%,30.8%,-23.1%,.143,1.67,,,1.04
Amin Ramirez,837319,last_30,DSL,19.0,DSL Nationals,Total,D-NAT,- - -,0,0,1,1.80,0,0,0,3.1,18,5,4,4,0,3,0,0,1,0,1,2.70,8.10,.33,.00,5.6%,16.7%,-11.1%,.333,2.40,,,6.80
Isaac De La Cruz,837320,last_30,DSL,18.7,DSL Mets Orange,Total,D-MEO,- - -,0,1,0,15.43,0,0,0,2.1,14,2,4,4,0,2,0,3,0,0,2,7.71,7.71,1.00,.00,14.3%,14.3%,0.0%,.222,1.71,,,9.42
Elian Guzman,837321,last_30,DSL,18.2,DSL Blue Jays Blue,Total,D-BJB,- - -,0,1,0,4.50,0,0,0,2.0,9,1,1,1,0,2,0,0,1,0,4,18.00,9.00,2.00,.00,44.4%,22.2%,22.2%,.143,1.50,,,3.70
Ruben Torres,837322,last_30,DSL,19.2,DSL Cubs Red,Total,D-CUR,- - -,0,0,0,4.50,0,0,0,0.2,7,0,3,3,0,5,0,0,3,0,1,13.50,67.50,.20,.00,14.3%,71.4%,-57.1%,.000,7.50,,,24.20
Adrian Bello,837323,last_30,DSL,17.8,DSL Brewers Gold,Total,D-BWG,- - -,0,0,0,9.00,0,0,0,2.0,12,2,4,2,0,2,0,1,2,2,0,.00,9.00,.00,.00,0.0%,16.7%,-16.7%,.222,2.00,,,9.20
Adrian Rumardo,837324,last_30,DSL,19.4,DSL Royals Ventura,Total,D-ROV,- - -,0,1,0,.00,0,0,0,3.1,11,1,0,0,0,0,0,0,1,0,5,13.50,.00,,.00,45.5%,0.0%,45.5%,.091,.30,,,1.70
Esmerbin Guerrero,837325,last_30,DSL,18.8,DSL Cubs Red,Total,D-CUR,- - -,0,1,0,13.50,0,0,0,2.0,9,1,3,3,0,3,0,1,2,0,2,9.00,13.50,.67,.00,22.2%,33.3%,-11.1%,.200,2.00,,,8.70
Cristian Ron,837326,last_30,DSL,19.2,DSL Astros Orange,Total,D-ASO,- - -,0,2,0,.00,0,0,0,3.2,11,0,0,0,0,1,0,0,0,0,4,9.82,2.45,4.00,.00,36.4%,9.1%,27.3%,.000,.27,,,3.34
Wilmer Duarte,837327,last_30,DSL,18.2,DSL Brewers Blue,Total,D-BWB,- - -,0,0,0,13.50,0,0,0,2.2,16,3,5,4,0,4,0,1,0,0,2,6.75,13.50,.50,.00,12.5%,25.0%,-12.5%,.273,2.62,,,8.83
Fenuel James,837328,last_30,DSL,23.1,DSL Cubs Red,Total,D-CUR,- - -,0,0,0,13.50,0,0,0,2.0,14,3,4,3,1,4,0,0,0,0,2,9.00,18.00,.50,4.50,14.3%,28.6%,-14.3%,.300,3.50,,,15.20
David Mendoza,837339,last_30,DSL,18.1,DSL Rojos,Total,D-ROJ,- - -,1,0,0,4.50,0,0,0,2.0,10,3,1,1,0,2,0,0,1,0,1,4.50,9.00,.50,.00,10.0%,20.0%,-10.0%,.375,2.50,,,6.70
Dahel Lopez,837345,last_30,DSL,19.6,DSL Astros Orange,Total,D-ASO,- - -,0,1,0,.00,0,0,0,3.0,14,1,0,0,0,3,0,1,0,1,4,12.00,9.00,1.33,.00,28.6%,21.4%,7.1%,.100,1.33,,,6.04
Mike McKenna,837351,last_30,A,25.6,Fort Myers Mighty Mussels,Total,FTM,- - -,0,2,1,3.86,0,0,1,9.1,36,4,6,4,1,1,0,2,1,0,8,7.71,.96,8.00,.96,22.2%,2.8%,19.4%,.121,.54,,,4.30
Joel Jimenez,837523,last_30,DSL,18.6,DSL Astros Blue,Total,D-ASB,- - -,0,0,0,45.00,0,0,0,1.0,10,3,5,5,0,4,0,0,0,0,1,9.00,36.00,.25,.00,10.0%,40.0%,-30.0%,.500,7.00,,,14.70
Jalen Evans,837584,last_30,A+,27.7,West Michigan Whitecaps,Total,WM,- - -,0,0,1,5.40,0,0,1,10.0,44,10,6,6,1,4,0,0,3,0,13,11.70,3.60,3.25,.90,29.5%,9.1%,20.5%,.250,1.40,,,3.96
Dioscaride Sarit,837604,last_30,DSL,17.7,DSL Padres Brown,Total,D-PAB,- - -,0,0,1,13.50,0,0,0,2.0,12,3,3,3,1,3,0,0,4,1,5,22.50,13.50,1.67,4.50,41.7%,25.0%,16.7%,.333,3.00,,,1.70
Yoenis Morales,837607,last_30,DSL,22.1,DSL Blue Jays Blue,Total,D-BJB,- - -,1,0,0,6.00,0,0,0,3.0,15,3,2,2,0,3,0,0,5,0,3,9.00,9.00,1.00,.00,20.0%,20.0%,0.0%,.250,2.00,,,5.70
Tom Apfelbaum,837608,last_30,DSL,17.7,DSL LAD Bautista,Total,D-LAB,- - -,1,0,1,9.00,0,0,0,2.0,9,2,2,2,0,1,0,0,0,0,1,4.50,4.50,1.00,.00,11.1%,11.1%,0.0%,.250,1.50,,,5.20
Dennison Rodriguez,837610,last_30,DSL,17.8,DSL Pirates Black,Total,D-PIB,- - -,0,0,1,7.36,0,0,0,3.2,16,4,4,3,0,2,0,0,1,0,3,7.36,4.91,1.50,.00,18.8%,12.5%,6.2%,.286,1.64,,,4.70
Wensloby Jhon,837612,last_30,DSL,18.1,DSL Athletics,Total,D-ATH,- - -,0,0,0,1.12,0,0,0,2.2,16,3,5,3,1,5,0,0,2,0,0,.00,16.88,.00,3.38,0.0%,31.2%,-31.2%,.273,3.00,,,15.20
Rafael Quezada,837613,last_30,DSL,18.8,DSL Colorado,Total,D-COL,- - -,0,0,0,.00,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,0,.00,.00,,.00,0.0%,0.0%,0.0%,.000,.00,,,4.70
Sahir De La Cruz,837619,last_30,DSL,18.2,DSL Blue Jays Blue,Total,D-BJB,- - -,1,0,0,3.00,0,0,0,3.0,14,3,2,1,0,2,0,0,1,0,1,3.00,6.00,.50,.00,7.1%,14.3%,-7.1%,.250,1.67,,,6.04
Rickelby Ramos,837620,last_30,DSL,17.4,DSL Padres Brown,Total,D-PAB,- - -,1,0,0,3.38,0,0,0,2.2,12,2,1,1,0,2,0,1,0,0,2,6.75,6.75,1.00,.00,16.7%,16.7%,0.0%,.222,1.50,,,6.58
Ronaldo Serrano,837622,last_30,DSL,19.7,DSL Pirates Black,Total,D-PIB,- - -,1,0,0,27.00,0,0,0,0.2,6,1,2,2,0,3,0,0,3,0,1,13.50,4.50,.33,.00,16.7%,50.0%,-33.3%,.333,6.00,,,15.20
Enrique Quintana,837626,last_30,DSL,18.5,DSL Pirates Gold,Total,D-PIG,- - -,0,0,1,1.12,0,0,0,2.2,16,4,3,3,0,3,0,2,1,0,2,6.75,1.12,.67,.00,12.5%,18.8%,-6.2%,.364,2.62,,,8.83
Yenderberth Rivas,837631,last_30,DSL,17.4,DSL Colorado,Total,D-COL,- - -,0,0,0,11.57,0,0,0,2.1,12,2,3,3,0,3,0,1,0,1,3,11.57,11.57,1.00,.00,25.0%,25.0%,0.0%,.250,2.14,,,7.28
Pietro Albanez-Rienzo,837632,last_30,DSL,18.2,DSL Pirates Black,Total,D-PIB,- - -,1,0,0,2.25,0,0,0,4.0,16,4,1,1,0,0,0,0,0,0,2,4.50,.00,,.00,12.5%,0.0%,12.5%,.250,1.00,,,3.70
Yerison Mendez,837637,last_30,DSL,16.9,DSL Marlins,Total,D-MRL,- - -,0,0,1,6.00,0,0,0,3.0,15,3,3,2,0,2,0,0,0,0,1,3.00,6.00,.50,.00,6.7%,13.3%,-6.7%,.231,1.67,,,6.04
Evington Gascon,837638,last_30,DSL,17.5,DSL Blue Jays Blue,Total,D-BJB,- - -,1,0,0,.00,0,0,0,3.0,12,2,0,0,0,2,0,0,1,0,3,9.00,6.00,1.50,.00,25.0%,16.7%,8.3%,.200,1.33,,,4.70
Jose Rosal,837646,last_30,DSL,17.6,DSL Miami,Total,D-MIA,- - -,0,0,1,.00,0,0,0,3.0,15,4,2,0,0,2,0,0,2,0,1,3.00,6.00,.50,.00,6.7%,13.3%,-6.7%,.308,2.00,,,6.04
Jose Saldana,837647,last_30,DSL,16.8,DSL Rojos,Total,D-ROJ,- - -,0,0,1,11.57,0,0,0,2.1,12,0,3,3,0,3,0,2,0,0,3,11.57,11.57,1.00,.00,25.0%,25.0%,0.0%,.000,1.29,,,8.56
Justin Batista,837655,last_30,DSL,17.7,DSL Marlins,Total,D-MRL,- - -,1,0,0,3.00,0,0,0,3.0,14,2,2,1,0,1,0,0,0,0,4,12.00,3.00,4.00,.00,28.6%,7.1%,21.4%,.154,1.00,,,3.04
Frelian Flores,837660,last_30,DSL,17.1,DSL Blue Jays Red,Total,D-BJR,- - -,0,0,0,.00,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,.00,.00,,.00,0.0%,0.0%,0.0%,.000,.00,,,4.70
Fredery Solano,837661,last_30,DSL,17.5,DSL Pirates Black,Total,D-PIB,- - -,0,0,0,13.50,0,0,0,1.1,7,0,2,2,0,3,0,0,1,0,3,2.25,2.25,1.00,.00,42.9%,42.9%,0.0%,.000,2.25,,,6.95
Adrian Moreta,837665,last_30,DSL,17.6,DSL Blue Jays Red,Total,D-BJR,- - -,0,0,0,.00,0,0,0,0.2,6,0,1,0,0,2,0,1,0,0,1,13.50,27.00,.50,.00,16.7%,33.3%,-16.7%,.000,3.00,,,15.20
Luis Delgado,837677,last_30,DSL,17.5,DSL Rojos,Total,D-ROJ,- - -,1,0,0,.00,0,0,0,2.0,8,0,0,0,0,2,0,0,0,0,1,4.50,9.00,.50,.00,12.5%,25.0%,-12.5%,.000,1.00,,,6.70
Franiel Severino,837678,last_30,DSL,17.6,DSL Blue Jays Red,Total,D-BJR,- - -,0,1,0,3.00,0,0,0,3.0,14,1,1,1,0,3,0,1,1,0,3,9.00,9.00,1.00,.00,21.4%,21.4%,0.0%,.100,1.33,,,6.70
Manuel Parra,837682,last_30,DSL,19.4,DSL Blue Jays Blue,Total,D-BJB,- - -,0,0,1,21.60,0,0,0,1.2,12,4,5,4,0,2,0,0,0,0,2,1.80,1.80,1.00,.00,16.7%,16.7%,0.0%,.400,3.60,,,5.90
Yilmar Samudio,837692,last_30,DSL,17.2,DSL Phillies,Total,D-PHI,- - -,1,0,0,.00,0,0,0,3.0,9,0,0,0,0,0,0,0,0,0,6,18.00,.00,,.00,66.7%,0.0%,66.7%,.000,.00,,,.70
Emilio Jiménez,837696,last_30,DSL,17.3,DSL Cardinals,Total,D-CAR,- - -,0,0,0,3.38,0,0,0,2.2,11,1,1,1,0,2,0,0,1,0,5,16.88,6.75,2.50,.00,45.5%,18.2%,27.3%,.111,1.12,,,3.20
Rafeli Moronta,837700,last_30,DSL,16.8,DSL Cardinals,Total,D-CAR,- - -,0,0,1,4.50,0,0,0,1.1,12,6,6,6,2,1,0,1,0,0,1,6.75,6.75,1.00,13.50,8.3%,8.3%,0.0%,.600,5.25,,,27.20
Adrian Martinez,837701,last_30,DSL,16.9,DSL Twins,Total,D-TWI,- - -,1,0,0,1.12,0,0,0,2.2,12,2,3,3,0,2,0,1,1,0,3,1.12,6.75,1.50,.00,25.0%,16.7%,8.3%,.222,1.50,,,5.83
Cristofer Brujan,837703,last_30,DSL,17.7,DSL CLE Goryl,Total,D-CLG,- - -,1,0,0,4.50,0,0,0,4.0,17,3,3,2,0,3,0,0,1,0,2,4.50,6.75,.67,.00,11.8%,17.6%,-5.9%,.214,1.50,,,5.95
Alexandre Moreti,837705,last_30,DSL,19.1,DSL Phillies,Total,D-PHI,- - -,0,0,0,27.00,0,0,0,1.1,11,4,4,4,1,1,0,2,0,0,0,.00,6.75,.00,6.75,0.0%,9.1%,-9.1%,.500,3.75,,,21.20
Jeremy Jimenez,837710,last_30,DSL,17.3,DSL Twins,Total,D-TWI,- - -,0,0,0,.00,0,0,0,2.0,5,0,0,0,0,0,0,0,0,0,0,.00,.00,,.00,0.0%,0.0%,0.0%,.000,.00,,,4.70
Jordan Beltrán,837712,last_30,DSL,17.7,DSL Cardinals,Total,D-CAR,- - -,0,0,0,4.50,0,0,0,0.2,7,1,3,3,0,1,0,2,1,0,0,.00,13.50,.00,.00,0.0%,14.3%,-14.3%,.250,3.00,,,18.20
Antony Carela,837713,last_30,DSL,17.6,DSL CLE Goryl,Total,D-CLG,- - -,0,1,0,.00,0,0,0,3.0,13,3,0,0,0,3,0,0,0,0,1,3.00,9.00,.33,.00,7.7%,23.1%,-15.4%,.300,2.00,,,7.04
Isaac Brujan,837727,last_30,DSL,18.7,DSL Red Sox Red,Total,D-RSR,- - -,1,0,0,.00,0,0,0,4.2,17,1,0,0,0,1,0,1,0,1,5,9.64,1.93,5.00,.00,29.4%,5.9%,23.5%,.067,.43,,,3.85
Juan Villamizar,837732,last_30,DSL,17.7,DSL Rockies,Total,D-RCK,- - -,1,0,0,.00,0,0,0,3.0,9,0,0,0,0,0,0,0,0,0,2,6.00,.00,,.00,22.2%,0.0%,22.2%,.000,.00,,,3.37
Daiverson Blanco,837735,last_30,DSL,16.8,DSL Rays,Total,D-RAY,- - -,1,0,0,6.00,0,0,0,3.0,12,3,2,2,0,1,0,0,0,0,5,15.00,3.00,5.00,.00,41.7%,8.3%,33.3%,.273,1.33,,,2.37
Juan Collado,837736,last_30,DSL,19.1,DSL Twins,Total,D-TWI,- - -,0,0,0,18.00,0,0,0,2.0,12,1,4,4,0,4,0,1,3,1,3,13.50,18.00,.75,.00,25.0%,33.3%,-8.3%,.143,2.50,,,9.20
Jean Nino,837737,last_30,DSL,18.7,DSL Rockies,Total,D-RCK,- - -,0,0,0,1.80,0,0,1,5.0,21,4,2,1,0,1,0,0,1,0,1,1.80,1.80,1.00,.00,4.8%,4.8%,0.0%,.200,1.00,,,4.90
Frederick Hiciano,837743,last_30,FCL,18.4,FCL Twins,Total,F-TWI,- - -,1,0,0,.00,0,0,0,2.0,6,0,0,0,0,0,0,0,0,0,1,4.50,.00,,.00,16.7%,0.0%,16.7%,.000,.00,,,3.07
Yeremi Mendez,837745,last_30,DSL,17.2,DSL Colorado,Total,D-COL,- - -,1,0,1,81.00,0,0,0,0.1,6,3,3,3,0,2,0,0,0,0,0,.00,54.00,.00,.00,0.0%,33.3%,-33.3%,.750,15.00,,,22.70
Johander Barrios,837758,last_30,DSL,17.7,DSL Rockies,Total,D-RCK,- - -,1,0,1,15.00,0,0,0,3.0,16,6,5,5,1,1,0,0,1,1,2,6.00,3.00,2.00,3.00,12.5%,6.2%,6.2%,.400,2.33,,,8.70
Brandol Fernandez,837760,last_30,DSL,17.1,DSL Rockies,Total,D-RCK,- - -,1,0,0,3.00,0,0,0,3.0,10,1,1,1,1,0,0,0,0,0,4,12.00,.00,,3.00,40.0%,0.0%,40.0%,.100,.33,,,6.37
Oscar Montero,837761,last_30,DSL,17.5,DSL Mets Orange,Total,D-MEO,- - -,1,0,0,135.00,0,0,0,0.1,7,2,6,5,1,3,0,1,2,2,0,.00,81.00,.00,27.00,0.0%,42.9%,-42.9%,.667,15.00,,,79.70
Juan Germosen,837764,last_30,DSL,17.7,DSL Twins,Total,D-TWI,- - -,0,0,0,2.25,0,0,0,1.1,10,1,3,3,0,5,0,1,1,0,1,6.75,33.75,.20,.00,10.0%,50.0%,-40.0%,.250,4.50,,,16.70
Gensil Rosario,837766,last_30,DSL,17.3,DSL Mets Blue,Total,D-MEB,- - -,1,0,1,13.50,0,0,0,2.0,13,2,4,3,0,4,0,1,0,0,1,4.50,18.00,.25,.00,7.7%,30.8%,-23.1%,.250,3.00,,,11.20
Diland Cepeda,837771,last_30,DSL,17.0,DSL Arizona Red,Total,D-ARR,- - -,1,0,1,31.50,0,0,0,2.0,14,4,7,7,0,2,0,2,1,0,3,13.50,9.00,1.50,.00,21.4%,14.3%,7.1%,.400,3.00,,,7.70
Sebastian Echavarria,837773,last_30,DSL,16.8,DSL Twins,Total,D-TWI,- - -,1,0,1,45.00,0,0,0,1.0,11,2,5,5,0,3,0,2,0,1,1,9.00,27.00,.33,.00,9.1%,27.3%,-18.2%,.333,5.00,,,17.70
Miguel Vargas,837775,last_30,DSL,17.0,DSL Rockies,Total,D-RCK,- - -,0,0,0,.00,0,0,0,1.2,7,1,2,0,0,2,0,1,0,0,0,.00,1.80,.00,.00,0.0%,28.6%,-28.6%,.250,1.80,,,1.10
Alexander Padilla,837777,last_30,DSL,17.2,DSL Tigers 1,Total,D-TI1,- - -,1,0,0,.00,0,0,0,3.0,13,1,0,0,0,3,0,0,0,0,5,15.00,9.00,1.67,.00,38.5%,23.1%,15.4%,.100,1.33,,,4.37
Emanuel Mejia,837779,last_30,DSL,17.4,DSL Rockies,Total,D-RCK,- - -,0,0,0,.00,0,0,0,1.2,9,1,1,0,0,2,0,0,0,0,1,5.40,1.80,.50,.00,11.1%,22.2%,-11.1%,.143,1.80,,,7.10
Sebastian Rivas,837781,last_30,DSL,17.6,DSL NYY Yankees,Total,D-NYY,- - -,1,0,0,.00,0,0,0,2.0,6,0,0,0,0,0,0,0,0,0,4,18.00,.00,,.00,66.7%,0.0%,66.7%,.000,.00,,,.70
Janiel Hernandez,837783,last_30,DSL,18.8,DSL Royals Ventura,Total,D-ROV,- - -,0,0,0,2.25,0,0,0,1.1,9,1,3,3,0,4,0,0,1,0,1,6.75,27.00,.25,.00,11.1%,44.4%,-33.3%,.200,3.75,,,12.20
Jhon Castro,837789,last_30,DSL,18.2,DSL NYY Bombers,Total,D-NYB,- - -,0,0,0,108.00,0,0,0,0.1,6,2,4,4,0,4,0,0,6,0,0,.00,108.00,.00,.00,0.0%,66.7%,-66.7%,1.000,18.00,,,4.70
Matthew Luna,837790,last_30,DSL,17.9,DSL Braves,Total,D-BRV,- - -,0,0,0,162.00,0,0,0,0.1,8,4,6,6,0,3,0,0,0,1,1,27.00,81.00,.33,.00,12.5%,37.5%,-25.0%,.800,21.00,,,25.70
Jesus Rojas,837793,last_30,DSL,18.6,DSL CLE Goryl,Total,D-CLG,- - -,0,0,1,.00,0,0,0,2.0,10,1,4,0,0,2,0,0,1,0,2,9.00,9.00,1.00,.00,20.0%,20.0%,0.0%,.125,1.50,,,5.70
Frankeurys Marte,837795,last_30,DSL,17.5,DSL Royals Ventura,Total,D-ROV,- - -,0,1,0,.00,0,0,0,1.1,5,0,0,0,0,1,0,0,0,0,1,6.75,6.75,1.00,.00,20.0%,20.0%,0.0%,.000,.75,,,5.45
Andres Perez,837797,last_30,DSL,17.6,DSL CLE Mendoza,Total,D-CLM,- - -,0,1,0,.00,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,1,9.00,.00,,.00,33.3%,0.0%,33.3%,.000,.00,,,2.70
John Rosillo,837798,last_30,DSL,18.4,DSL NYY Bombers,Total,D-NYB,- - -,0,0,1,9.00,0,0,0,1.0,7,3,2,1,1,1,0,0,0,0,0,.00,9.00,.00,9.00,0.0%,14.3%,-14.3%,.500,4.00,,,2.70
Jean Rivero,837801,last_30,DSL,18.2,DSL Brewers Gold,Total,D-BWG,- - -,0,0,1,.00,0,0,0,1.0,4,0,1,0,0,1,0,0,1,0,1,9.00,9.00,1.00,.00,25.0%,25.0%,0.0%,.000,1.00,,,5.70
Miguel Andrade,837804,last_30,DSL,18.4,DSL Brewers Gold,Total,D-BWG,- - -,0,0,0,8.10,0,0,0,3.1,16,4,4,3,1,2,0,1,0,0,3,8.10,5.40,1.50,2.70,18.8%,12.5%,6.2%,.308,1.80,,,9.50
Garvell Pinales,837808,last_30,DSL,17.5,DSL Royals Ventura,Total,D-ROV,- - -,0,1,0,.00,0,0,0,2.0,9,3,0,0,0,0,0,1,0,0,0,.00,.00,,.00,0.0%,0.0%,0.0%,.375,1.50,,,6.20
Daniel Munoz,837809,last_30,DSL,17.7,DSL Brewers Blue,Total,D-BWB,- - -,0,0,0,13.50,0,0,0,2.0,16,2,6,3,1,4,0,2,1,0,3,13.50,18.00,.75,4.50,18.8%,25.0%,-6.2%,.200,3.00,,,17.20
Javier Martínez,837817,last_30,DSL,17.2,DSL Cardinals,Total,D-CAR,- - -,0,0,0,5.40,0,0,0,3.1,16,5,2,2,1,2,0,0,0,0,1,2.70,5.40,.50,2.70,6.2%,12.5%,-6.2%,.357,2.10,,,9.80
Jesus Miranda,837819,last_30,DSL,17.4,DSL Tigers 2,Total,D-TI2,- - -,0,1,0,.00,0,0,0,1.1,7,2,0,0,0,2,0,0,0,1,0,.00,13.50,.00,.00,0.0%,28.6%,-28.6%,.400,3.00,,,9.20
Alejandro Beltran,837820,last_30,DSL,17.7,DSL Royals Ventura,Total,D-ROV,- - -,0,0,0,9.00,0,0,1,1.0,4,1,1,1,1,0,0,0,0,0,0,.00,.00,,9.00,0.0%,0.0%,0.0%,.250,1.00,,,17.70
Brandon Rodriguez,837823,last_30,DSL,19.3,DSL NYY Yankees,Total,D-NYY,- - -,0,0,0,27.00,0,0,0,1.2,11,3,5,5,2,3,0,0,1,0,2,1.80,16.20,.67,1.80,18.2%,27.3%,-9.1%,.375,3.60,,,23.30
Angel Salazar,837827,last_30,DSL,19.0,DSL NYY Yankees,Total,D-NYY,- - -,0,0,0,9.00,0,0,0,2.0,10,4,2,2,0,0,0,0,0,0,2,9.00,.00,,.00,20.0%,0.0%,20.0%,.400,2.00,,,2.70
Kenry Alvear,837828,last_30,DSL,18.1,DSL LAD Bautista,Total,D-LAB,- - -,0,0,0,9.00,0,0,0,2.0,11,3,2,2,0,2,0,0,0,0,1,4.50,9.00,.50,.00,9.1%,18.2%,-9.1%,.333,2.50,,,6.70
Victor De Leon,837834,last_30,DSL,18.0,DSL NYY Yankees,Total,D-NYY,- - -,1,1,0,.00,0,0,0,3.1,17,3,2,0,0,2,0,0,0,0,5,13.50,5.40,2.50,.00,29.4%,11.8%,17.6%,.200,1.50,,,3.50
Alexander Garcia,837839,last_30,DSL,17.7,DSL Angels,Total,D-ANG,- - -,0,1,0,.00,0,0,0,2.0,8,1,1,0,0,3,0,0,0,1,0,.00,13.50,.00,.00,0.0%,37.5%,-37.5%,.200,2.00,,,9.20
Jose Serva,837845,last_30,DSL,17.4,DSL Cubs Blue,Total,D-CUB,- - -,1,0,1,18.00,0,0,0,2.0,10,2,4,4,1,2,0,1,1,0,2,9.00,9.00,1.00,4.50,20.0%,20.0%,0.0%,.286,2.00,,,13.70
Anderson Encarnacion,837846,last_30,DSL,17.6,DSL Angels,Total,D-ANG,- - -,0,1,0,.00,0,0,0,2.0,9,3,2,0,0,0,0,0,1,0,2,9.00,.00,,.00,22.2%,0.0%,22.2%,.333,1.50,,,2.70
Anderson Carias,837853,last_30,DSL,17.0,DSL LAD Bautista,Total,D-LAB,- - -,2,0,0,6.35,0,0,0,5.2,24,4,4,4,0,4,0,0,1,1,6,9.53,6.35,1.50,.00,25.0%,16.7%,8.3%,.200,1.41,,,4.70
Santiago Lopez,837855,last_30,DSL,17.2,DSL Cubs Blue,Total,D-CUB,- - -,1,0,1,18.00,0,0,0,2.0,14,5,4,4,0,4,0,0,1,0,2,9.00,18.00,.50,.00,14.3%,28.6%,-14.3%,.500,4.50,,,8.70
Miguel Herrera,837858,last_30,DSL,17.7,DSL LAD Mega,Total,D-LAM,- - -,2,0,1,16.20,0,0,0,3.1,21,3,6,6,0,6,0,2,1,0,4,1.80,16.20,.67,.00,19.0%,28.6%,-9.5%,.231,2.70,,,9.50
Marcos Veras,837860,last_30,DSL,17.7,DSL Brewers Gold,Total,D-BWG,- - -,1,0,0,9.00,0,0,0,3.0,16,4,3,3,0,2,0,1,0,0,4,12.00,6.00,2.00,.00,25.0%,12.5%,12.5%,.308,2.00,,,5.04
Yamel Pinto,837861,last_30,DSL,18.3,DSL Cubs Blue,Total,D-CUB,- - -,0,0,0,11.57,0,0,0,2.1,10,2,3,3,1,3,0,0,1,0,0,.00,11.57,.00,3.86,0.0%,30.0%,-30.0%,.286,2.14,,,14.13
Luis Martinez,837863,last_30,DSL,19.6,DSL Cubs Blue,Total,D-CUB,- - -,1,0,0,.00,0,0,0,3.0,10,1,0,0,0,2,0,0,0,0,2,6.00,6.00,1.00,.00,20.0%,20.0%,0.0%,.125,1.00,,,5.37
Oswal Hernandez,837867,last_30,DSL,16.8,DSL Cubs Blue,Total,D-CUB,- - -,0,1,0,2.45,0,0,0,3.2,15,2,1,1,0,4,0,0,0,0,3,7.36,9.82,.75,.00,20.0%,26.7%,-6.7%,.182,1.64,,,6.34
Jefferson Timaure,837874,last_30,DSL,17.3,DSL White Sox,Total,D-WSX,- - -,0,0,0,4.50,0,0,0,2.0,10,2,1,1,0,3,0,0,1,0,1,4.50,13.50,.33,.00,10.0%,30.0%,-20.0%,.286,2.50,,,8.20
Jhosued Marcano,837877,last_30,DSL,17.3,DSL Cubs Red,Total,D-CUR,- - -,1,0,0,.00,0,0,0,3.0,11,1,0,0,0,1,0,0,0,0,5,15.00,3.00,5.00,.00,45.5%,9.1%,36.4%,.100,.67,,,2.37
Angel Roa,837879,last_30,DSL,17.2,DSL Red Sox Red,Total,D-RSR,- - -,1,0,0,9.00,0,0,0,3.0,14,2,3,3,0,3,0,0,2,0,1,3.00,9.00,.33,.00,7.1%,21.4%,-14.3%,.182,1.67,,,7.04
Franchel Crisostomo,837882,last_30,DSL,17.7,DSL White Sox,Total,D-WSX,- - -,1,0,1,27.00,0,0,0,1.2,11,5,5,5,0,1,0,1,0,0,2,1.80,5.40,2.00,.00,18.2%,9.1%,9.1%,.556,3.60,,,5.90
Jordy Brache,837883,last_30,DSL,16.8,DSL Brewers Blue,Total,D-BWB,- - -,0,0,1,32.40,0,0,0,1.2,14,7,6,6,0,2,0,1,2,0,1,5.40,1.80,.50,.00,7.1%,14.3%,-7.1%,.636,5.40,,,8.90
Yadier Concepcion,837885,last_30,DSL,17.3,DSL Cubs Red,Total,D-CUR,- - -,1,0,1,6.00,0,0,0,3.0,15,4,2,2,0,2,0,1,2,0,1,3.00,6.00,.50,.00,6.7%,13.3%,-6.7%,.333,2.00,,,7.04
Luciano Prince,837887,last_30,DSL,17.2,DSL Cubs Red,Total,D-CUR,- - -,1,0,0,3.86,0,0,0,2.1,15,4,3,1,0,3,0,0,3,0,1,3.86,11.57,.33,.00,6.7%,20.0%,-13.3%,.333,3.00,,,7.70
Harry Canedo,837888,last_30,DSL,17.3,DSL Red Sox Red,Total,D-RSR,- - -,0,0,0,21.60,0,0,0,1.2,11,3,5,4,0,2,0,0,1,0,1,5.40,1.80,.50,.00,9.1%,18.2%,-9.1%,.333,3.00,,,7.10
Jose Avendano,837890,last_30,DSL,17.4,DSL Cubs Red,Total,D-CUR,- - -,0,0,0,27.00,0,0,0,1.2,15,3,7,5,0,6,0,0,3,0,3,16.20,32.40,.50,.00,20.0%,40.0%,-20.0%,.333,5.40,,,11.90
Jose Romero,837932,last_30,DSL,17.4,DSL Phillies,Total,D-PHI,- - -,0,0,0,.00,0,0,1,3.0,10,1,0,0,0,0,0,0,0,0,3,9.00,.00,,.00,30.0%,0.0%,30.0%,.100,.33,,,2.70
