player_name,player_id,timeframe,aLevel,Age,TeamName,Date,Team,Opp,GS,W,L,ERA,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP
Guillermo Romero,835625,last_30,DSL,21.1,DSL Padres Gold,Total,D-PAG,- - -,0,0,0,1.12,0,0,0,2.2,15,3,3,3,0,2,0,0,0,0,2,6.75,6.75,1.00,.00,13.3%,13.3%,0.0%,.231,1.88,,,5.45
Grif Hughes,835627,last_30,ACL,24.4,ACL Rockies,Total,A-RCK,- - -,3,1,1,3.52,0,0,1,15.1,62,14,6,6,2,2,0,1,0,0,22,12.91,1.17,11.00,1.17,35.5%,3.2%,32.3%,.237,1.04,,,4.16
Luis Perdomo,835643,last_30,DSL,19.3,DSL Orioles Black,Total,D-ORB,- - -,1,0,1,13.50,0,0,0,4.0,20,5,7,6,2,2,0,0,0,0,4,9.00,4.50,2.00,4.50,20.0%,10.0%,10.0%,.278,1.75,,,1.70
Victor Jimenez,835645,last_30,DSL,19.1,DSL Astros Orange,Total,D-ASO,- - -,1,0,0,.00,0,0,0,4.0,15,0,0,0,0,2,0,0,0,0,3,6.75,4.50,1.50,.00,20.0%,13.3%,6.7%,.000,.50,,,4.70
Edwin Reynoso,835647,last_30,DSL,19.5,DSL Giants Black,Total,D-GIB,- - -,0,0,0,1.12,0,0,0,2.2,12,3,3,3,0,2,0,0,0,0,0,.00,6.75,.00,.00,0.0%,16.7%,-16.7%,.300,1.88,,,6.95
Wascar Berroa,835650,last_30,DSL,20.6,DSL Red Sox Red,Total,D-RSR,- - -,0,0,0,.00,0,0,0,1.0,4,1,1,0,0,0,0,0,0,1,2,18.00,.00,,.00,50.0%,0.0%,50.0%,.250,1.00,,,.70
Jake Shelagowski,835657,last_30,A,22.5,Palm Beach Cardinals,Total,PMB,- - -,2,0,2,9.00,0,0,0,15.0,75,19,15,15,1,10,0,2,1,0,18,1.80,6.00,1.80,.60,24.0%,13.3%,10.7%,.302,1.93,,,4.52
Darwin Roa,835663,last_30,DSL,19.2,DSL Pirates Gold,Total,D-PIG,- - -,1,0,0,3.00,0,0,0,3.0,13,0,1,1,0,3,0,1,0,0,4,12.00,9.00,1.33,.00,30.8%,23.1%,7.7%,.000,1.00,,,6.04
Matthew DesMarets,835867,last_30,FCL,22.9,FCL Twins,Total,F-TWI,- - -,0,0,1,6.55,0,0,0,11.0,54,13,11,8,1,6,0,2,7,0,10,8.18,4.91,1.67,.82,18.5%,11.1%,7.4%,.283,1.73,,,5.35
Matt Dunaway,835882,last_30,ACL,27.1,ACL Giants,Total,A-GIA,- - -,1,0,0,.00,0,0,0,2.0,9,1,0,0,0,2,0,0,0,0,3,13.50,9.00,1.50,.00,33.3%,22.2%,11.1%,.143,1.50,,,4.75
Diego Figueroa,835886,last_30,ACL,20.7,ACL Royals,Total,A-ROY,- - -,0,0,0,4.50,0,0,0,2.0,8,2,1,1,0,1,0,0,0,0,3,13.50,4.50,3.00,.00,37.5%,12.5%,25.0%,.286,1.50,,,3.25
Yoneiber Rodriguez,835888,last_30,DSL,19.2,DSL White Sox,Total,D-WSX,- - -,0,0,0,27.00,0,0,0,1.1,10,1,4,4,0,4,0,1,2,0,0,.00,27.00,.00,.00,0.0%,40.0%,-40.0%,.200,3.75,,,15.95
Randy Maria,835912,last_30,DSL,21.9,DSL LAD Bautista,Total,D-LAB,- - -,0,0,0,1.80,0,0,0,5.0,19,3,2,1,0,2,0,0,0,1,5,9.00,3.60,2.50,.00,26.3%,10.5%,15.8%,.176,1.00,,,3.90
Caleb Nieman,835915,last_30,ACL,21.1,ACL Brewers,Total,A-BRW,- - -,0,1,0,5.79,0,0,0,14.0,66,12,13,9,0,13,0,2,0,0,11,7.07,8.36,.85,.00,16.7%,19.7%,-3.0%,.235,1.79,,,6.39
David Medina,835928,last_30,DSL,19.2,DSL Orioles Orange,Total,D-ORO,- - -,1,0,0,.00,0,0,0,1.2,7,0,0,0,0,1,0,0,0,0,2,1.80,5.40,2.00,.00,28.6%,14.3%,14.3%,.000,.60,,,4.10
Anderson Reyes,835929,last_30,DSL,18.2,DSL Orioles Orange,Total,D-ORO,- - -,0,0,0,9.00,0,0,0,2.0,10,2,2,2,0,2,0,0,2,0,1,4.50,9.00,.50,.00,10.0%,20.0%,-10.0%,.250,2.00,,,6.70
Rony Calderon,835930,last_30,FCL,18.0,FCL Red Sox,Total,F-RSX,- - -,0,1,0,2.84,0,0,0,6.1,30,4,3,2,0,7,0,2,1,0,9,12.79,9.95,1.29,.00,30.0%,23.3%,6.7%,.190,1.74,,,5.49
Roberto Castellanos,835931,last_30,DSL,19.3,DSL Blue Jays Blue,Total,D-BJB,- - -,1,0,1,9.00,0,0,0,4.0,20,7,4,4,0,1,0,0,0,0,4,9.00,2.25,4.00,.00,20.0%,5.0%,15.0%,.368,2.00,,,3.45
Berlin Fransua,835949,last_30,DSL,18.2,DSL Arizona Red,Total,D-ARR,- - -,0,0,0,.00,0,0,0,2.0,7,2,0,0,0,2,0,0,0,0,0,.00,9.00,.00,.00,0.0%,28.6%,-28.6%,.400,2.00,,,7.70
Rafi Santo,835975,last_30,DSL,19.1,DSL Royals Ventura,Total,D-ROV,- - -,0,0,0,3.86,0,0,0,4.2,22,6,2,2,0,2,0,1,0,1,0,.00,3.86,.00,.00,0.0%,9.1%,-9.1%,.316,1.71,,,6.63
Yordi Jose,835976,last_30,FCL,19.6,FCL Twins,Total,F-TWI,- - -,2,0,1,3.52,0,0,0,7.2,36,6,4,3,0,7,0,2,4,2,8,9.39,8.22,1.14,.00,22.2%,19.4%,2.8%,.222,1.70,,,5.50
Alexander Heredia,835979,last_30,DSL,19.0,DSL Red Sox Red,Total,D-RSR,- - -,0,0,1,11.57,0,0,0,2.1,12,3,3,3,1,1,0,1,2,0,3,11.57,3.86,3.00,3.86,25.0%,8.3%,16.7%,.300,1.71,,,1.28
Diego Soriano,835980,last_30,DSL,21.6,DSL Tampa Bay,Total,D-TAM,- - -,0,0,0,.00,0,0,0,1.0,4,0,0,0,0,2,0,0,0,0,0,.00,18.00,.00,.00,0.0%,50.0%,-50.0%,.000,2.00,,,1.70
Brady Miller,835985,last_30,A+,26.6,Brooklyn Cyclones,Total,BRK,- - -,2,0,1,3.60,0,0,0,10.0,44,12,5,4,0,0,0,1,0,0,11,9.90,.00,,.00,25.0%,0.0%,25.0%,.279,1.20,,,1.61
Ranger Sarit,835993,last_30,DSL,20.5,DSL Nationals,Total,D-NAT,- - -,1,0,0,9.00,0,0,0,3.0,16,3,4,3,0,0,0,1,0,0,1,3.00,.00,,.00,6.2%,0.0%,6.2%,.200,1.00,,,5.04
Victor Duarte,835994,last_30,FCL,18.3,FCL Braves,Total,F-BRV,- - -,0,0,0,3.60,0,0,0,5.0,19,2,2,2,0,1,0,0,1,0,8,14.40,1.80,8.00,.00,42.1%,5.3%,36.8%,.111,.60,,,1.47
Hayden Vucinovich,836050,last_30,ACL,19.0,ACL Brewers,Total,A-BRW,- - -,2,2,0,12.71,0,0,0,11.1,68,15,19,16,0,19,0,3,3,1,16,12.71,15.09,.84,.00,23.5%,27.9%,-4.4%,.326,3.00,,,7.75
Brady Parker,836059,last_30,A,22.0,Fresno Grizzlies,Total,FRE,- - -,0,2,0,.00,0,0,0,18.2,77,8,4,0,0,9,0,2,2,1,31,14.95,4.34,3.44,.00,40.3%,11.7%,28.6%,.121,.91,,,2.72
Garrett Langrell,836072,last_30,A,25.1,San Jose Giants,Total,SJ,- - -,0,0,3,9.00,0,0,5,8.0,46,15,15,8,1,5,0,0,2,0,7,7.88,5.62,1.40,1.12,15.2%,10.9%,4.3%,.366,2.50,,,6.03
Riely Hunsaker,836074,last_30,A,23.2,Myrtle Beach Pelicans,Total,MB,- - -,0,0,0,4.76,0,0,0,11.1,50,13,6,6,2,5,0,1,0,0,10,7.94,3.97,2.00,1.59,20.0%,10.0%,10.0%,.295,1.59,,,5.55
Hayden Cuthbertson,836078,last_30,A,22.3,Jupiter Hammerheads,Total,JUP,- - -,0,0,0,1.12,0,0,0,2.2,15,2,3,3,1,4,0,0,1,0,4,13.50,13.50,1.00,3.38,26.7%,26.7%,0.0%,.182,2.25,,,1.18
Cory Geinzer,836082,last_30,ACL,19.9,ACL Rangers,Total,A-RAN,- - -,0,1,1,1.80,0,0,0,5.0,26,5,4,1,1,4,0,0,1,0,7,12.60,7.20,1.75,1.80,26.9%,15.4%,11.5%,.227,1.80,,,6.95
Braydon Risley,836083,last_30,A,21.2,San Jose Giants,Total,SJ,- - -,4,3,1,2.88,0,0,0,25.0,103,19,8,8,1,8,0,4,1,0,18,6.48,2.88,2.25,.36,17.5%,7.8%,9.7%,.209,1.08,,,4.80
Ryan Heppner,836085,last_30,A+,21.5,Rome Emperors,Total,ROM,- - -,0,0,0,.00,0,0,0,2.0,11,2,1,0,0,2,0,0,0,0,2,9.00,9.00,1.00,.00,18.2%,18.2%,0.0%,.222,2.00,,,4.51
Ethan Cole,836087,last_30,A,22.5,Fresno Grizzlies,Total,FRE,- - -,5,0,2,7.04,0,0,0,23.0,100,27,20,18,3,9,0,1,0,1,19,7.43,3.52,2.11,1.17,19.0%,9.0%,10.0%,.300,1.57,,,5.62
Connor Gehr,836090,last_30,FCL,20.3,FCL Orioles,Total,F-ORI,- - -,4,2,1,5.40,0,0,0,20.0,87,20,13,12,4,12,0,1,4,0,21,9.45,5.40,1.75,1.80,24.1%,13.8%,10.3%,.270,1.60,,,6.52
Roimer Rosas,836099,last_30,DSL,19.0,DSL LAD Bautista,Total,D-LAB,- - -,0,0,0,22.50,0,0,0,2.0,13,1,6,5,0,5,0,1,7,0,3,13.50,22.50,.60,.00,23.1%,38.5%,-15.4%,.143,3.00,,,1.70
Miguel Vargas,836139,last_30,DSL,18.3,DSL Arizona Red,Total,D-ARR,- - -,1,0,1,1.12,0,0,0,2.2,12,1,3,3,0,3,0,1,0,0,2,6.75,1.12,.67,.00,16.7%,25.0%,-8.3%,.125,1.50,,,7.70
Aurelvys Batista,836142,last_30,DSL,20.0,DSL Mets Blue,Total,D-MEB,- - -,0,1,0,4.50,0,0,0,4.0,19,4,2,2,0,4,0,0,1,0,5,11.25,9.00,1.25,.00,26.3%,21.1%,5.3%,.267,2.00,,,5.20
Brendan Parks,836150,last_30,A,23.9,Delmarva Shorebirds,Total,DEL,- - -,0,3,0,3.75,0,0,0,12.0,52,8,5,5,1,10,0,0,2,0,20,15.00,7.50,2.00,.75,38.5%,19.2%,19.2%,.190,1.50,,,3.69
Brandon Cassedy,836164,last_30,A,22.0,Fayetteville Woodpeckers,Total,FAY,- - -,0,0,0,1.29,0,0,1,7.0,27,4,4,1,2,1,0,0,1,0,9,11.57,1.29,9.00,2.57,33.3%,3.7%,29.6%,.154,.71,,,5.01
Cal Riehl,836166,last_30,A,22.9,Lake Elsinore Storm,Total,LE,- - -,0,0,0,1.50,0,0,0,6.0,34,9,9,7,2,5,0,2,0,0,7,1.50,7.50,1.40,3.00,20.6%,14.7%,5.9%,.333,2.33,,,9.78
Charlie Weber,836167,last_30,A,22.1,Fayetteville Woodpeckers,Total,FAY,- - -,3,1,0,3.57,0,0,1,17.2,75,14,9,7,1,6,0,2,1,0,18,9.17,3.06,3.00,.51,24.0%,8.0%,16.0%,.209,1.13,,,3.49
J.D. Hennen,836169,last_30,A,23.0,Delmarva Shorebirds,Total,DEL,- - -,0,0,1,4.91,0,0,0,7.1,39,7,7,4,0,11,0,1,3,0,13,15.95,13.50,1.18,.00,33.3%,28.2%,5.1%,.259,2.45,,,4.80
Jackson Wells,836170,last_30,A,23.2,Fayetteville Woodpeckers,Total,FAY,- - -,0,0,0,8.10,0,0,0,13.1,62,18,13,12,2,5,0,2,1,0,18,12.15,3.38,3.60,1.35,29.0%,8.1%,21.0%,.327,1.72,,,4.27
Peyton Niksch,836172,last_30,A,22.3,Wilson Warbirds,Total,WIL,- - -,0,2,1,3.07,0,0,2,14.2,63,16,9,5,2,3,0,0,1,0,17,1.43,1.84,5.67,1.23,27.0%,4.8%,22.2%,.267,1.30,,,3.50
Cole MacRae,836174,last_30,A,22.7,Fayetteville Woodpeckers,Total,FAY,- - -,1,2,2,5.02,0,0,0,14.1,65,10,9,8,1,12,0,0,1,0,11,6.91,7.53,.92,.63,16.9%,18.5%,-1.5%,.189,1.53,,,5.32
Jhony Osoria,836198,last_30,DSL,19.4,DSL Mets Blue,Total,D-MEB,- - -,1,0,0,6.75,0,0,0,2.2,12,2,3,2,0,1,0,0,1,0,3,1.12,3.38,3.00,.00,25.0%,8.3%,16.7%,.182,1.12,,,3.58
Joismer Sandoval,836275,last_30,DSL,21.1,DSL Orioles Black,Total,D-ORB,- - -,0,1,0,.00,0,0,0,2.0,8,0,0,0,0,2,0,0,1,0,3,13.50,9.00,1.50,.00,37.5%,25.0%,12.5%,.000,1.00,,,4.70
Julio J Rossi,836330,last_30,DSL,19.1,DSL CLE Goryl,Total,D-CLG,- - -,0,0,0,13.50,0,0,0,0.2,5,1,2,1,0,2,0,0,1,0,0,.00,27.00,.00,.00,0.0%,40.0%,-40.0%,.333,4.50,,,13.70
Hancer Regalado,836333,last_30,DSL,18.8,DSL Royals Ventura,Total,D-ROV,- - -,0,0,0,.00,0,0,0,3.1,12,1,0,0,0,2,0,0,0,0,1,2.70,5.40,.50,.00,8.3%,16.7%,-8.3%,.100,.90,,,5.90
Enmanuel De La Rosa,836342,last_30,DSL,23.3,DSL LAD Bautista,Total,D-LAB,- - -,0,2,0,2.08,0,0,0,4.1,16,4,1,1,0,2,0,0,0,0,3,6.23,4.15,1.50,.00,18.8%,12.5%,6.2%,.286,1.38,,,4.70
Fernando Hernandez,836343,last_30,DSL,19.7,DSL Twins,Total,D-TWI,- - -,1,0,1,9.00,0,0,0,1.0,5,1,1,1,0,1,0,0,1,0,1,9.00,9.00,1.00,.00,20.0%,20.0%,0.0%,.250,2.00,,,5.70
Jose Alexandro,836347,last_30,DSL,19.7,DSL Red Sox Red,Total,D-RSR,- - -,0,0,0,36.00,0,0,0,1.0,8,3,4,4,0,2,0,0,2,0,2,18.00,18.00,1.00,.00,25.0%,25.0%,0.0%,.500,5.00,,,6.70
Ricardo Arredondo,836362,last_30,DSL,19.6,DSL Marlins,Total,D-MRL,- - -,0,0,0,.00,0,0,0,2.1,10,0,0,0,0,2,0,2,0,0,1,3.86,7.71,.50,.00,10.0%,20.0%,-10.0%,.000,.86,,,8.99
Manuel Gomez,836396,last_30,DSL,22.6,DSL Rangers Red,Total,D-RNR,- - -,0,0,0,.00,0,0,0,2.2,11,2,0,0,0,1,0,0,1,0,6,2.25,3.38,6.00,.00,54.5%,9.1%,45.5%,.200,1.12,,,1.33
Edgar Liriano,836397,last_30,DSL,19.1,DSL Rangers Blue,Total,D-RNB,- - -,0,0,0,3.38,0,0,0,2.2,13,2,2,1,1,2,0,0,2,0,1,3.38,6.75,.50,3.38,7.7%,15.4%,-7.7%,.182,1.50,,,11.08
Dariel Pena,836398,last_30,DSL,20.7,DSL Rangers Red,Total,D-RNR,- - -,0,0,0,13.50,0,0,0,2.0,10,2,3,3,2,2,0,0,0,0,5,22.50,9.00,2.50,9.00,50.0%,20.0%,30.0%,.250,2.00,,,15.70
David Victorino,836433,last_30,DSL,19.0,DSL Phillies,Total,D-PHI,- - -,0,0,0,27.00,0,0,0,1.2,18,6,9,5,0,3,0,2,5,0,2,1.80,16.20,.67,.00,11.1%,16.7%,-5.6%,.462,5.40,,,11.30
Juan Marquez,836435,last_30,DSL,18.3,DSL Twins,Total,D-TWI,- - -,0,0,0,18.00,0,0,0,1.0,8,5,2,2,0,1,0,0,0,0,0,.00,9.00,.00,.00,0.0%,12.5%,-12.5%,.714,6.00,,,7.70
Alam Soriano,836545,last_30,DSL,19.4,DSL Twins,Total,D-TWI,- - -,0,0,0,37.80,0,0,0,1.2,13,3,7,7,1,4,0,1,1,1,3,16.20,21.60,.75,5.40,23.1%,30.8%,-7.7%,.375,4.20,,,17.90
Gregory Sipion,836563,last_30,DSL,18.3,DSL Arizona Red,Total,D-ARR,- - -,1,0,0,3.60,0,0,0,5.0,19,3,2,2,1,1,0,0,0,0,5,9.00,1.80,5.00,1.80,26.3%,5.3%,21.1%,.167,.80,,,5.90
Lazaro Mena,836567,last_30,ACL,19.3,ACL Cubs,Total,A-CUB,- - -,2,0,2,8.03,0,0,0,12.1,62,15,13,11,2,13,0,1,4,2,11,8.03,9.49,.85,1.46,17.7%,21.0%,-3.2%,.312,2.27,,,8.48
Kendri Fana,836621,last_30,DSL,17.3,DSL Angels,Total,D-ANG,- - -,1,0,0,6.75,0,0,0,4.0,17,2,3,3,0,3,0,1,2,0,2,4.50,6.75,.67,.00,11.8%,17.6%,-5.9%,.154,1.25,,,6.70
Frandel Pineda,836622,last_30,DSL,17.6,DSL Rangers Blue,Total,D-RNB,- - -,1,0,0,6.00,0,0,0,3.0,13,3,3,2,0,2,0,1,1,0,3,9.00,6.00,1.50,.00,23.1%,15.4%,7.7%,.300,1.67,,,5.70
Patrick Crotty,836627,last_30,FCL,18.0,FCL Phillies,Total,F-PHI,- - -,0,0,1,14.40,0,0,0,5.0,31,8,10,8,1,4,0,3,0,2,3,5.40,7.20,.75,1.80,9.7%,12.9%,-3.2%,.333,2.40,,,9.67
Seojun Moon,836688,last_30,FCL,19.1,FCL Blue Jays,Total,F-BLU,- - -,3,0,0,2.79,0,0,0,9.2,41,5,3,3,0,8,0,1,1,0,11,1.24,7.45,1.38,.00,26.8%,19.5%,7.3%,.156,1.34,,,4.58
Jean Ballesteros,836861,last_30,DSL,18.9,DSL Rangers Blue,Total,D-RNB,- - -,0,0,0,2.45,0,0,1,3.2,17,4,2,1,0,0,0,0,1,0,3,7.36,.00,,.00,17.6%,0.0%,17.6%,.235,1.09,,,3.07
Noel Brito,837037,last_30,DSL,18.6,DSL Astros Orange,Total,D-ASO,- - -,1,0,0,2.25,0,0,0,4.0,14,3,1,1,0,0,0,0,1,1,1,2.25,.00,,.00,7.1%,0.0%,7.1%,.214,.75,,,4.20
Adrianyer Lopez,837040,last_30,DSL,18.0,DSL Astros Orange,Total,D-ASO,- - -,1,0,1,23.14,0,0,0,2.1,14,6,6,6,0,1,0,0,2,0,4,15.43,3.86,4.00,.00,28.6%,7.1%,21.4%,.462,3.00,,,2.56
Juan Ramirez,837041,last_30,DSL,19.1,DSL Astros Blue,Total,D-ASB,- - -,0,0,0,.00,0,0,0,3.1,12,2,1,0,0,1,0,0,1,0,2,5.40,2.70,2.00,.00,16.7%,8.3%,8.3%,.182,.90,,,4.40
Victor Vizcaya,837044,last_30,DSL,19.4,DSL Astros Blue,Total,D-ASB,- - -,0,1,0,2.25,0,0,0,4.0,14,3,1,1,0,0,0,0,0,0,3,6.75,.00,,.00,21.4%,0.0%,21.4%,.214,.75,,,3.20
Jareth Rayo,837078,last_30,DSL,18.6,DSL Athletics,Total,D-ATH,- - -,1,0,0,2.25,0,0,0,4.0,16,3,1,1,1,1,0,0,0,0,3,6.75,2.25,3.00,2.25,18.8%,6.2%,12.5%,.200,1.00,,,7.20
Jhonaiker Castillo,837079,last_30,DSL,18.9,DSL CLE Mendoza,Total,D-CLM,- - -,1,0,0,21.60,0,0,0,1.2,10,1,4,4,0,5,0,0,1,0,1,5.40,27.00,.20,.00,10.0%,50.0%,-40.0%,.200,3.60,,,12.50
Frandy Lora,837082,last_30,DSL,18.8,DSL Mets Orange,Total,D-MEO,- - -,0,0,0,9.00,0,0,0,2.0,9,1,2,2,0,2,0,0,0,0,2,9.00,9.00,1.00,.00,22.2%,22.2%,0.0%,.143,1.50,,,5.70
Alsy Torres,837083,last_30,DSL,18.6,DSL Mets Orange,Total,D-MEO,- - -,0,1,0,.00,0,0,0,1.1,5,1,0,0,0,0,0,0,0,0,2,13.50,.00,,.00,40.0%,0.0%,40.0%,.200,.75,,,1.70
Lan-Hong Su,837088,last_30,ACL,19.3,ACL Padres,Total,A-PAD,- - -,3,0,0,.90,0,0,0,10.0,40,7,1,1,0,4,0,0,0,0,13,11.70,3.60,3.25,.00,32.5%,10.0%,22.5%,.194,1.10,,,3.35
Steven Garcia,837093,last_30,DSL,20.2,DSL Red Sox Red,Total,D-RSR,- - -,1,0,0,7.71,0,0,0,2.1,16,5,5,2,0,2,0,1,0,0,1,3.86,7.71,.50,.00,6.2%,12.5%,-6.2%,.385,3.00,,,7.70
Cristopher Silvestre,837095,last_30,DSL,17.8,DSL Red Sox Blue,Total,D-RSB,- - -,1,0,1,27.00,0,0,0,1.1,11,2,4,4,0,3,0,2,0,0,2,13.50,2.25,.67,.00,18.2%,27.3%,-9.1%,.333,3.75,,,12.95
Randy Guzman,837102,last_30,DSL,18.8,DSL Mets Orange,Total,D-MEO,- - -,0,1,0,.00,0,0,0,4.0,15,3,0,0,0,1,0,0,0,0,2,4.50,2.25,2.00,.00,13.3%,6.7%,6.7%,.214,1.00,,,4.45
Jose Navarrete,837180,last_30,DSL,18.7,DSL Reds,Total,D-RED,- - -,1,0,0,3.00,0,0,0,3.0,12,2,1,1,0,1,0,0,1,0,3,9.00,3.00,3.00,.00,25.0%,8.3%,16.7%,.182,1.00,,,3.70
Christian Rojas,837183,last_30,DSL,18.6,DSL Orioles Black,Total,D-ORB,- - -,0,0,0,5.40,0,0,0,1.2,10,3,1,1,0,2,0,0,0,0,2,1.80,1.80,1.00,.00,20.0%,20.0%,0.0%,.375,3.00,,,5.90
Sammy Zarraga,837184,last_30,DSL,20.8,DSL Tigers 1,Total,D-TI1,- - -,1,0,0,.00,0,0,0,4.0,17,2,1,0,0,2,0,1,0,0,6,13.50,4.50,3.00,.00,35.3%,11.8%,23.5%,.143,1.00,,,3.95
Darlin Mejia,837200,last_30,DSL,18.5,DSL Pirates Black,Total,D-PIB,- - -,0,0,0,2.25,0,0,0,1.1,14,1,3,3,0,9,0,1,3,0,1,6.75,6.75,.11,.00,7.1%,64.3%,-57.1%,.250,7.50,,,25.70
Jose Gonzalez,837212,last_30,DSL,17.8,DSL Cubs Blue,Total,D-CUB,- - -,1,0,0,3.00,0,0,0,3.0,12,3,1,1,0,0,0,0,1,0,1,3.00,.00,,.00,8.3%,0.0%,8.3%,.250,1.00,,,4.04
David Colmenares,837214,last_30,DSL,18.3,DSL White Sox,Total,D-WSX,- - -,0,2,0,2.25,0,0,0,4.0,17,3,1,1,0,3,0,0,0,0,7,15.75,6.75,2.33,.00,41.2%,17.6%,23.5%,.214,1.50,,,3.45
Kendry Garcia,837215,last_30,ACL,22.1,ACL White Sox,Total,A-WSX,- - -,3,1,0,.60,0,0,0,15.0,59,4,2,1,0,8,0,1,2,0,17,1.20,4.80,2.12,.00,28.8%,13.6%,15.3%,.080,.80,,,4.28
Michael Castillo,837217,last_30,DSL,21.6,DSL Pirates Black,Total,D-PIB,- - -,0,0,0,.00,0,0,0,2.0,16,1,3,0,0,6,0,0,2,0,4,18.00,27.00,.67,.00,25.0%,37.5%,-12.5%,.100,3.50,,,9.70
Hector Perez,837218,last_30,DSL,18.3,DSL Pirates Black,Total,D-PIB,- - -,0,1,0,6.75,0,0,0,2.2,14,3,3,2,0,1,0,1,0,0,5,16.88,3.38,5.00,.00,35.7%,7.1%,28.6%,.250,1.50,,,3.20
Angel Castillo,837230,last_30,DSL,24.6,DSL Rays,Total,D-RAY,- - -,1,0,0,.00,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,1,9.00,.00,,.00,33.3%,0.0%,33.3%,.000,.00,,,2.70
Jesus Vasquez,837235,last_30,DSL,17.9,DSL Brewers Blue,Total,D-BWB,- - -,0,1,0,9.00,0,0,0,2.0,10,3,2,2,0,1,0,0,1,0,2,9.00,4.50,2.00,.00,20.0%,10.0%,10.0%,.333,2.00,,,4.20
Carlos Lara,837255,last_30,DSL,18.8,DSL Rangers Red,Total,D-RNR,- - -,1,0,0,.00,0,0,0,3.0,11,1,0,0,0,0,0,0,0,0,3,9.00,.00,,.00,27.3%,0.0%,27.3%,.091,.33,,,2.70
Emiliano Mache,837256,last_30,DSL,18.5,DSL Arizona Black,Total,D-ARB,- - -,0,0,0,27.00,0,0,0,2.0,13,5,6,6,0,2,0,1,3,1,0,.00,9.00,.00,.00,0.0%,15.4%,-15.4%,.500,3.50,,,9.20
Enmanuel Mena,837257,last_30,DSL,18.1,DSL Twins,Total,D-TWI,- - -,1,0,1,18.00,0,0,0,1.0,5,2,2,2,1,0,0,0,0,0,2,18.00,.00,,9.00,40.0%,0.0%,40.0%,.400,2.00,,,13.70
Mauricio Flores,837258,last_30,DSL,18.5,DSL Rays,Total,D-RAY,- - -,0,0,0,18.00,0,0,0,1.0,7,3,2,2,1,1,0,0,3,0,1,9.00,9.00,1.00,9.00,14.3%,14.3%,0.0%,.500,4.00,,,18.70
Andey Garrido,837260,last_30,DSL,19.4,DSL Cardinals,Total,D-CAR,- - -,0,0,0,45.00,0,0,0,1.0,8,3,5,5,0,1,0,2,1,0,1,9.00,9.00,1.00,.00,12.5%,12.5%,0.0%,.600,4.00,,,11.70
Keiver De Horta,837266,last_30,DSL,19.0,DSL Athletics,Total,D-ATH,- - -,0,0,0,.00,0,0,0,2.1,12,2,2,0,0,3,0,0,2,0,1,3.86,11.57,.33,.00,8.3%,25.0%,-16.7%,.222,2.14,,,7.70
Miguel Barras,837271,last_30,DSL,19.2,DSL Pirates Black,Total,D-PIB,- - -,0,0,0,.00,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,1,9.00,.00,,.00,33.3%,0.0%,33.3%,.000,.00,,,2.70
Gabriel Fuentes,837303,last_30,DSL,21.1,DSL Orioles Black,Total,D-ORB,- - -,1,0,0,.00,0,0,0,2.0,12,3,1,0,0,3,0,0,1,2,0,.00,13.50,.00,.00,0.0%,25.0%,-25.0%,.333,3.00,,,9.20
Antonio Gonzalez,837304,last_30,DSL,18.3,DSL CLE Goryl,Total,D-CLG,- - -,0,0,0,.00,0,0,0,1.2,7,1,0,0,0,2,0,0,0,0,2,1.80,1.80,1.00,.00,28.6%,28.6%,0.0%,.200,1.80,,,5.90
Luis Contreras,837306,last_30,DSL,19.3,DSL Athletics,Total,D-ATH,- - -,0,1,1,2.70,0,0,0,3.1,13,1,2,1,0,1,0,0,0,0,4,1.80,2.70,4.00,.00,30.8%,7.7%,23.1%,.083,.60,,,3.20
Mervin Maiz,837308,last_30,DSL,18.7,DSL Pirates Black,Total,D-PIB,- - -,0,0,0,27.00,0,0,0,0.1,3,0,1,1,0,2,0,0,0,0,0,.00,54.00,.00,.00,0.0%,66.7%,-66.7%,.000,6.00,,,22.70
Juan Santillán,837309,last_30,DSL,19.7,DSL Cardinals,Total,D-CAR,- - -,0,1,0,.00,0,0,0,3.1,12,0,0,0,0,1,0,1,1,0,4,1.80,2.70,4.00,.00,33.3%,8.3%,25.0%,.000,.30,,,4.10
Deiker Rojas,837310,last_30,DSL,20.1,DSL CLE Goryl,Total,D-CLG,- - -,0,0,1,9.00,0,0,0,2.0,10,2,2,2,0,1,0,1,0,0,0,.00,4.50,.00,.00,0.0%,10.0%,-10.0%,.250,1.50,,,7.70
Micheal Morfe,837314,last_30,DSL,17.9,DSL LAD Mega,Total,D-LAM,- - -,0,1,0,.00,0,0,0,2.0,7,0,0,0,0,1,0,1,0,0,1,4.50,4.50,1.00,.00,14.3%,14.3%,0.0%,.000,.50,,,6.70
Cristopher Hernandez,837315,last_30,DSL,18.3,DSL Mets Blue,Total,D-MEB,- - -,0,0,0,13.50,0,0,0,0.2,5,0,1,1,0,2,0,1,2,0,0,.00,27.00,.00,.00,0.0%,40.0%,-40.0%,.000,3.00,,,18.20
